StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,psu,adult,sex,sex_6_TEXT,age,education,edu_subject,edu_subject_6_TEXT,province,state,family,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,us_edu,income,china_assist,race_disc,Q48,covid_assess_1,covid_assess_2,covid_assess_3,us_aid,kit,kit_got,kit_timely,return,return_reason,return_reason_5_TEXT,quar_assess,quar_reason,quar_reason_5_TEXT,quar_exempt,QID66_First Click,QID66_Last Click,QID66_Page Submit,QID66_Click Count,QID67_First Click,QID67_Last Click,QID67_Page Submit,QID67_Click Count,gov_assess_1,gov_assess_2,gov_assess_3,gov_assess_4,china_overall,china_gov,QID68_First Click,QID68_Last Click,QID68_Page Submit,QID68_Click Count,QID69_First Click,QID69_Last Click,QID69_Page Submit,QID69_Click Count,QID70_First Click,QID70_Last Click,QID70_Page Submit,QID70_Click Count,QID71_First Click,QID71_Last Click,QID71_Page Submit,QID71_Click Count,exclusion,group,finish
2020-08-28 12:34:34,2020-08-28 12:36:49,IP Address,73.230.123.138,100,134,TRUE,2020-08-28 12:36:49,R_2QVONBTLrDUW7AS,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,1994,博士生在读,人文学科及艺术,,贵州,Pennsylvania,个体工商户,同意,同意,同意,同意,同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,都没有，并且据我所知我所在的城市也没什么针对中国人的歧视现象,没有,非常严重,非常严重,非常严重,二者均无,有,是,不及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,2,1,1,1,一般,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:34:38,2020-08-28 12:42:42,IP Address,71.58.105.189,100,483,TRUE,2020-08-28 12:42:42,R_2ZEqYvXd9GJNXTB,,,,,40.89739990234380,-77.7722015380859000,anonymous,ZH-S,是,是,男,,1996,博士生在读,工科,,江西,Pennsylvania,党和国家干部（科级及以上）,同意,反对,同意,同意,同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,都没有，并且据我所知我所在的城市也没什么针对中国人的歧视现象,没有,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率",,,,,,2.984,4.273,6.723,3,1.199,3.3,5.987,3,5,2,4,2,比较满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:34:39,2020-08-28 12:39:05,IP Address,80.251.214.120,100,266,TRUE,2020-08-28 12:39:05,R_3hoLDMM6l2Ol7Ew,,,,,34.0583953857422000,-118.2779998779300000,anonymous,ZH-S,是,是,男,,1998,本科在读,商科,,辽宁,Pennsylvania,私营企业主,同意,反对,反对,强烈同意,强烈同意,高中,校外工作或实习收入,从没有,我遇到过,没有,非常严重,比较严重,不怎么严重,二者均无,有,是,及时,已经或曾经回国,,,非常好,没有不满意的地方,,,0,0,8.968,0,0,0,8.205,0,5,1,4,1,满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:34:43,2020-08-28 12:40:47,IP Address,111.201.149.102,100,364,TRUE,2020-08-28 12:40:47,R_1FrhNUyYG9OWafb,,,,,39.928802490234400,116.388885498047000,anonymous,ZH-S,是,是,女,,2001,本科在读,人文学科及艺术,,北京,Pennsylvania,基层公务员或国有企业基层白领,强烈同意,同意,反对,同意,强烈同意,本科（含预科）,无收入,从没有,都没有，并且据我所知我所在的城市也没什么针对中国人的歧视现象,没有,非常严重,比较严重,一般,二者均无,有,否,无意见,已经或曾经回国,,,好,收费标准偏高,,,,,,,,,,,4,2,2,1,比较满意,既不同意也不反对,1.579,2.662,11.173,2,2.893,4.949,7.2,3,,,,,,,,,,negative,yes
2020-08-28 12:34:55,2020-08-28 12:38:38,IP Address,71.58.210.69,100,222,TRUE,2020-08-28 12:38:38,R_2dKqOHgcjOwZhkb,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1999,本科在读,工科,,江苏,Pennsylvania,"党和国家干部（科级及以上）,私营企业或外资企业经理",同意,同意,同意,同意,同意,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,5,1,3,1,比较满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:34:58,2020-08-28 12:38:24,IP Address,98.235.70.179,100,206,TRUE,2020-08-28 12:38:24,R_2SjbDmLp8UydpiG,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1999,本科在读,理科（包括医科、农科）,,河北,Pennsylvania,国有企业经理,强烈同意,强烈同意,强烈反对,强烈反对,强烈反对,本科（含预科）,无收入,从没有,都没有，并且据我所知我所在的城市也没什么针对中国人的歧视现象,没有,比较严重,一般,一般,二者均无,不清楚,,,未曾回国,没买到机票或觉得票价过高,,,,,,0,0,6.565,0,2.113,2.113,8.823,1,4,3,1,3,一般,反对,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:35:01,2020-08-28 12:40:26,IP Address,162.242.48.66,100,325,TRUE,2020-08-28 12:40:27,R_9vRLkO6UuFcXVy9,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1999,本科在读,人文学科及艺术,,江苏,Pennsylvania,"国有企业经理,私营企业主",同意,反对,强烈同意,强烈同意,强烈同意,高中,"校外工作或实习收入,校内工作或实习收入（含全额奖学金）",从没有,我遇到过,没有,比较严重,一般,一般,二者均无,有,是,及时,未曾回国,工作安排或学业计划,,,,,,,,,,,,,,3,2,2,1,比较满意,同意,0,0,6.066,0,1.792,11.701,18.973,8,,,,,,,,,,negative,yes
2020-08-28 12:35:05,2020-08-28 12:49:01,IP Address,71.58.97.235,100,836,TRUE,2020-08-28 12:49:01,R_1hKHFaeaJJOhMIf,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1995,博士生在读,工科,,辽宁,Pennsylvania,"私营企业或外资企业经理,基层公务员或国有企业基层白领",同意,反对,反对,同意,同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,曾经得到过补助，不过现在并没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,比较严重,一般,收到过美国各级政府提供的现金或物资,有,否,无意见,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便",,,,,,0,0,7.852,0,0,0,8.553,0,4,3,3,3,比较满意,既不同意也不反对,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:35:20,2020-08-28 12:40:36,IP Address,8.20.93.69,100,316,TRUE,2020-08-28 12:40:37,R_3O85RqmzFVSq4GW,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,2000,本科在读,理科（包括医科、农科）,,河南,Pennsylvania,私营企业主,同意,反对,强烈反对,同意,强烈同意,本科（含预科）,无收入,从没有,我遇到过,没有,比较严重,一般,一般,二者均无,有,否,无意见,未曾回国,签证因素，或担心返美时能否顺利入境,,,,,,,,,,,,,,5,1,2,1,比较满意,强烈同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:35:23,2020-08-28 12:38:51,IP Address,73.230.74.35,100,208,TRUE,2020-08-28 12:38:51,R_3dQBM1mEtZgsDSl,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1999,本科在读,工科,,湖北,Pennsylvania,个体工商户,强烈同意,同意,反对,同意,同意,本科（含预科）,无收入,从没有,都没有，并且据我所知我所在的城市也没什么针对中国人的歧视现象,有，在我认识的人当中，有人在中国被感染,非常严重,非常严重,并不严重,二者均无,有,是,及时,未曾回国,"签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高",,,,,,1.261,2.471,7.401,2,0.939,0.939,13.785,1,4,2,1,4,比较满意,既不同意也不反对,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:35:31,2020-08-28 12:38:50,IP Address,112.120.33.142,100,199,TRUE,2020-08-28 12:38:50,R_30cPxya7v9KnIvZ,,,,,22.2794952392578000,114.14599609375,anonymous,ZH-S,是,是,男,,1997,本科在读,理科（包括医科、农科）,,湖北,Pennsylvania,私营企业或外资企业基层白领,同意,反对,强烈同意,强烈同意,强烈同意,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,非常严重,二者均无,有,是,及时,已经或曾经回国,,,非常好,没有不满意的地方,,,,,,,,,,,5,1,5,1,满意,强烈同意,,,,,,,,,3.366,5.98,14.164,3,9.975,9.975,14.749,1,,additive,yes
2020-08-28 12:35:33,2020-08-28 12:39:34,IP Address,71.58.78.177,100,241,TRUE,2020-08-28 12:39:35,R_3Oks6FRnHx4MeTI,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,1994,博士生在读,社会科学及法学,,河北,Pennsylvania,"党和国家干部（科级及以上）,国有企业经理",同意,反对,反对,同意,同意,硕士/博士研究生或以上,校外工作或实习收入,从没有,我遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,比较严重,不怎么严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,担心旅途期间增加感染几率",,,,,,,,,,,,,,4,1,2,1,比较满意,同意,0,0,8.099,0,0,0,8.486,0,,,,,,,,,,negative,yes
2020-08-28 12:35:35,2020-08-28 12:39:14,IP Address,67.230.179.235,100,218,TRUE,2020-08-28 12:39:14,R_29b7eUKCJsEYkuT,,,,,34.0583953857422000,-118.2779998779300000,anonymous,ZH-S,是,是,女,,2000,本科在读,理科（包括医科、农科）,,上海,Pennsylvania,"国有企业经理,私营企业或外资企业经理",强烈同意,同意,同意,强烈反对,同意,本科（含预科）,无收入,从没有,我遇到过,没有,比较严重,一般,一般,二者均无,有,是,不及时,已经或曾经回国,,,好,"服务态度不好,行动受太多限制",,,,,,,,,,,3,3,1,2,满意,既不同意也不反对,,,,,,,,,0,0,28.301,0,0,0,23.305,0,,additive,yes
2020-08-28 12:35:43,2020-08-28 12:40:17,IP Address,158.247.206.50,100,274,TRUE,2020-08-28 12:40:17,R_x5ia7JFoSz0er5v,,,,,35.69000244140630,139.69000244140600,anonymous,ZH-S,是,是,女,,2000,本科在读,商科,,宁夏,Pennsylvania,私营企业主,反对,同意,反对,同意,强烈同意,本科（含预科）,无收入,从没有,我遇到过,没有,非常严重,非常严重,非常严重,二者均无,有,是,及时,已经或曾经回国,,,好,没有不满意的地方,,,,,,,,,,,5,1,3,1,满意,强烈同意,0,0,50.785,0,5.272,5.272,8.137,1,,,,,,,,,,negative,yes
2020-08-28 12:35:43,2020-08-28 12:41:22,IP Address,172.56.20.12,100,339,TRUE,2020-08-28 12:41:23,R_2RO1KcXvBUg7sgp,,,,,34.705902099609400,-86.6165008544922000,anonymous,ZH-S,是,是,女,,2000,本科在读,商科,,广西,Alabama,党和国家干部（科级及以上）,同意,同意,反对,反对,同意,高中,校外工作或实习收入,从没有,我没有遇到过，但我认识的人遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,一般,一般,二者均无,有,否,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高",,,,,,,,,,,,,,4,3,3,3,比较满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:35:44,2020-08-28 12:42:29,IP Address,60.24.208.54,100,404,TRUE,2020-08-28 12:42:29,R_28Vf8RlGfjkQX1h,,,,,39.142303466796900,117.172607421875,anonymous,ZH-S,是,是,女,,1999,本科在读,工科,,天津,Pennsylvania,私营企业主,同意,同意,反对,同意,同意,本科（含预科）,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,比较严重,一般,二者均无,有,否,及时,已经或曾经回国,,,好,没有不满意的地方,,,,,,,,,,,5,3,3,1,比较满意,同意,0,0,11.131,0,4.483,5.297,7.737,3,,,,,,,,,,negative,yes
2020-08-28 12:35:46,2020-08-28 12:38:48,IP Address,69.174.157.93,100,181,TRUE,2020-08-28 12:38:48,R_2Y8QAxoxiESK3qJ,,,,,40.44439697265630,-86.92559814453130,anonymous,ZH-S,是,是,男,,2001,本科在读,工科,,广东,Pennsylvania,无业/失业,同意,强烈同意,同意,同意,同意,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,比较严重,二者均无,有,是,不及时,未曾回国,"担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,,,,,,,,,4,1,2,1,一般,既不同意也不反对,,,,,,,,,2.761,14.143,14.982,17,2.886,5.714,7.757,5,,additive,yes
2020-08-28 12:35:54,2020-08-28 12:46:45,IP Address,71.207.8.196,100,651,TRUE,2020-08-28 12:46:45,R_33xPsiO1jQExp56,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1995,本科在读,工科,,广东,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,反对,强烈反对,同意,强烈同意,强烈同意,本科（含预科）,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,比较严重,二者均无,有,是,及时,未曾回国,"签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率",,,,,,1.668,5.171,5.347,8,1.973,3.549,11.883,7,5,1,5,1,满意,强烈同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:35:59,2020-08-28 12:39:03,IP Address,76.10.24.27,100,184,TRUE,2020-08-28 12:39:03,R_25WuBRyIcRmD2IZ,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,2000,研究生在读,社会科学及法学,,上海,Pennsylvania,"党和国家干部（科级及以上）,专业技术人员（如科学家、工程师、教师、律师、医生等）",同意,强烈同意,反对,同意,反对,高中,校内工作或实习收入（含全额奖学金）,从没有,我遇到过,没有,非常严重,比较严重,不怎么严重,二者均无,有,是,不及时,未曾回国,"工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高",,,,,,4.484,5.5,6.919,3,0.806,11.664,12.494,6,4,2,4,1,满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:35:59,2020-08-28 12:39:59,IP Address,73.230.117.149,100,239,TRUE,2020-08-28 12:39:59,R_2xxXVFZ89wBJCZw,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1998,本科在读,理科（包括医科、农科）,,广东,Pennsylvania,个体工商户,强烈同意,强烈同意,同意,反对,反对,高中,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,比较严重,一般,一般,二者均无,有,我想申请，但未拿到,无意见,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,0.856,3.198,8.083,4,0.818,7.054,7.84,2,3,2,1,1,一般,反对,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:36:00,2020-08-28 12:40:05,IP Address,71.58.159.156,100,245,TRUE,2020-08-28 12:40:05,R_plUgRcwxwdJjQY1,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,女,,2001,本科在读,理科（包括医科、农科）,,江苏,Pennsylvania,"专业技术人员（如科学家、工程师、教师、律师、医生等）,基层公务员或国有企业基层白领",同意,同意,反对,同意,同意,高中,无收入,从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,一般,一般,二者均无,有,是,及时,未曾回国,"签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高",,,,,,,,,,,,,,5,4,5,2,比较满意,既不同意也不反对,,,,,,,,,2.676,11.286,12.026,15,0.644,11.391,12.011,5,,additive,yes
2020-08-28 12:36:00,2020-08-28 12:40:17,IP Address,104.39.218.250,100,256,TRUE,2020-08-28 12:40:17,R_1mpVzkMlguqoxSk,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1989,博士生在读,理科（包括医科、农科）,,贵州,Pennsylvania,基层公务员或国有企业基层白领,同意,同意,反对,强烈同意,同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,工作安排或学业计划,,,,,,,,,,,,,,5,1,3,3,满意,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:36:21,2020-08-28 12:40:19,IP Address,199.30.140.21,100,237,TRUE,2020-08-28 12:40:19,R_6G1xG2nLCoArnrz,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1996,博士生在读,工科,,江苏,Pennsylvania,"基层公务员或国有企业基层白领,私营企业或外资企业基层白领",同意,反对,反对,强烈同意,强烈同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,我遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高",,,,,,,,,,,,,,5,1,3,1,满意,强烈同意,,,,,,,,,9.08,9.699,12.961,2,0,0,9.286,0,,additive,yes
2020-08-28 12:36:22,2020-08-28 12:42:04,IP Address,63.86.13.2,100,341,TRUE,2020-08-28 12:42:04,R_xnqtPEtaVkoot21,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1999,本科在读,商科,,江苏,Pennsylvania,私营企业主,同意,反对,反对,反对,同意,高中,无收入,从没有,我遇到过,没有,比较严重,一般,不怎么严重,收到过美国各级政府提供的现金或物资,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境",,,,,,,,,,,,,,4,2,5,2,满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:36:24,2020-08-28 12:38:47,IP Address,71.58.186.233,100,142,TRUE,2020-08-28 12:38:47,R_2YVxZn66t6CFTIU,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1999,本科在读,商科,,福建,Pennsylvania,私营企业主,同意,同意,强烈反对,同意,反对,高中,无收入,从没有,我遇到过,有，在我认识的人当中，有人在中国被感染,非常严重,比较严重,不怎么严重,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境",,,,,,,,,,,,,,4,1,3,2,一般,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:36:44,2020-08-28 12:43:42,IP Address,73.130.117.201,100,418,TRUE,2020-08-28 12:43:42,R_3eq2aDd4MSKDcYf,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1987,博士生在读,工科,,湖北,Pennsylvania,无业/失业,同意,反对,反对,反对,反对,硕士/博士研究生或以上,"校外工作或实习收入,校内工作或实习收入（含全额奖学金）",从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率",,,,,,0,0,24.382,0,0,0,27.114,0,4,1,4,2,比较满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:36:45,2020-08-28 12:39:59,IP Address,123.113.31.100,100,194,TRUE,2020-08-28 12:40:00,R_3gZTpSZnYfBj8tV,,,,,39.928802490234400,116.388885498047000,anonymous,ZH-S,是,是,女,,1998,本科在读,理科（包括医科、农科）,,北京,Pennsylvania,"专业技术人员（如科学家、工程师、教师、律师、医生等）,基层公务员或国有企业基层白领",同意,同意,同意,同意,同意,本科（含预科）,无收入,从没有,我遇到过,没有,比较严重,一般,一般,二者均无,不清楚,,,已经或曾经回国,,,一般,"收费标准偏高,行动受太多限制",,,,,,,,,,,3,2,1,3,一般,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:37:02,2020-08-28 12:43:42,IP Address,75.102.136.196,100,399,TRUE,2020-08-28 12:43:42,R_2asjWAjukvVClya,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,2000,本科在读,商科,,黑龙江,Pennsylvania,"私营企业或外资企业基层白领,无业/失业",同意,同意,同意,反对,强烈同意,本科（含预科）,无收入,从没有,我遇到过,没有,非常严重,比较严重,一般,二者均无,有,否,无意见,未曾回国,"工作安排或学业计划,没买到机票或觉得票价过高",,,,,,,,,,,,,,5,1,3,2,满意,既不同意也不反对,,,,,,,,,10,10.925,13.409,2,8.696,8.696,9.606,1,,additive,yes
2020-08-28 12:37:08,2020-08-28 12:41:58,IP Address,112.32.64.124,100,289,TRUE,2020-08-28 12:41:58,R_xl4d362xDo8rUI1,,,,,31.86419677734380,117.2864990234380,anonymous,ZH-S,是,是,女,,2000,本科在读,社会科学及法学,,安徽,Pennsylvania,"私营企业或外资企业经理,商业服务业员工",同意,同意,同意,反对,同意,本科（含预科）,校内工作或实习收入（含全额奖学金）,从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,比较严重,一般,二者均无,有,是,及时,已经或曾经回国,,,好,酒店设施比较差,,,,,,,,,,,4,1,3,2,满意,同意,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:37:11,2020-08-28 12:40:09,IP Address,104.39.186.85,100,177,TRUE,2020-08-28 12:40:09,R_p6osYHe5vY9tx29,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1993,博士生在读,理科（包括医科、农科）,,黑龙江,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,强烈同意,同意,同意,强烈同意,强烈同意,硕士/博士研究生或以上,校内工作或实习收入（含全额奖学金）,从没有,我遇到过,没有,非常严重,非常严重,比较严重,二者均无,有,是,及时,未曾回国,没买到机票或觉得票价过高,,,,,,0,0,8.996,0,0,0,6.229,0,4,1,2,1,满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:37:15,2020-08-28 12:40:45,IP Address,71.207.12.25,100,209,TRUE,2020-08-28 12:40:45,R_33goSS1Gmrk5oB0,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1998,本科在读,社会科学及法学,,北京,Pennsylvania,"国有企业经理,个体工商户",同意,强烈同意,强烈同意,强烈同意,强烈同意,本科（含预科）,无收入,从没有,我没有遇到过，但我认识的人遇到过,没有,非常严重,非常严重,非常严重,二者均无,有,是,无意见,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,其他原因",祖国的态度似乎并不欢迎留学生回国,,,,,,,,,,,,,1,1,1,1,比较不满意,反对,0,0,10.514,0,0,0,11.969,0,,,,,,,,,,negative,yes
2020-08-28 12:37:15,2020-08-28 12:41:03,IP Address,162.242.48.66,100,228,TRUE,2020-08-28 12:41:04,R_2e9IM3xPI9QOQ4x,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1999,本科在读,理科（包括医科、农科）,,广东,Pennsylvania,党和国家干部（科级及以上）,同意,同意,同意,同意,同意,初中或更早,其他形式收入（如房屋租赁、商业经营）,从没有,我没有遇到过，但我认识的人遇到过,没有,比较严重,比较严重,一般,收到过美国民间组织提供的现金或物资,不清楚,,,未曾回国,"工作安排或学业计划,没买到机票或觉得票价过高",,,,,,,,,,,,,,3,2,1,2,比较满意,同意,,,,,,,,,1.945,16.11,16.824,14,14.475,16.425,17.028,2,,additive,yes
2020-08-28 12:37:16,2020-08-28 12:40:39,IP Address,98.235.90.114,100,203,TRUE,2020-08-28 12:40:39,R_2t8SjgFRlOLmqFJ,,,,,40.7957000732422000,-77.8618011474609000,anonymous,ZH-S,是,是,男,,1997,本科在读,人文学科及艺术,,山东,Pennsylvania,私营企业主,反对,同意,反对,同意,强烈同意,本科（含预科）,无收入,从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,4,1,3,1,比较满意,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
2020-08-28 12:37:21,2020-08-28 12:40:36,IP Address,162.242.48.66,100,194,TRUE,2020-08-28 12:40:36,R_1gBWZ6xa6KjAsTJ,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1998,本科在读,人文学科及艺术,,浙江,Pennsylvania,"私营企业或外资企业经理,私营企业或外资企业基层白领",同意,反对,同意,同意,同意,高中,无收入,从没有,我遇到过,没有,比较严重,比较严重,一般,二者均无,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率",,,,,,2.687,6.68,8.377,3,1.753,3.736,6.118,2,4,3,4,2,比较满意,同意,,,,,,,,,,,,,,,,,,positive,yes
2020-08-28 12:37:30,2020-08-29 10:34:44,IP Address,162.242.48.66,100,79034,TRUE,2020-08-29 10:34:45,R_2bWBmIMQZ0KF6Vy,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,男,,1999,本科在读,理科（包括医科、农科）,,河南,Pennsylvania,个体工商户,强烈同意,强烈同意,强烈同意,强烈同意,强烈同意,高中,无收入,从没有,都没有，但我相信我所在的城市有针对中国人的歧视现象,没有,非常严重,比较严重,一般,收到过美国民间组织提供的现金或物资,有,是,及时,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,5,1,2,1,比较满意,既不同意也不反对,,,,,,,,,0.155,10.568,12.401,13,0.284,8.577,9.612,7,,additive,yes
2020-08-28 12:37:36,2020-08-28 12:42:18,IP Address,8.20.93.69,100,282,TRUE,2020-08-28 12:42:19,R_3iwzVKXYGesCCJP,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,2000,本科在读,商科,,山西,Pennsylvania,"国有企业经理,私营企业主",反对,强烈同意,同意,同意,强烈同意,高中,校外工作或实习收入,从没有,我遇到过,没有,比较严重,比较严重,不怎么严重,收到过美国各级政府提供的现金或物资,有,是,及时,未曾回国,工作安排或学业计划,,,,,,,,,,,,,,4,2,2,1,比较满意,同意,0,0,7.978,0,0,0,18.146,0,,,,,,,,,,negative,yes
2020-08-28 12:37:52,2020-08-28 12:41:17,IP Address,162.242.48.66,100,204,TRUE,2020-08-28 12:41:17,R_2VKMng81Ku4Qxiw,,,,,40.810302734375,-77.88800048828130,anonymous,ZH-S,是,是,女,,1997,研究生在读,商科,,河北,Pennsylvania,专业技术人员（如科学家、工程师、教师、律师、医生等）,同意,反对,反对,反对,同意,高中,校内工作或实习收入（含全额奖学金）,从没有,我没有遇到过，但我认识的人遇到过,有，在我认识的人当中，有人在美国被感染,非常严重,比较严重,一般,二者均无,没有,,,未曾回国,"工作安排或学业计划,签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高,回国后的入境隔离会带来不便",,,,,,,,,,,,,,3,1,1,1,一般,既不同意也不反对,,,,,,,,,,,,,,,,,,control,yes
