"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","adult","citizen","psu","wave1","sex","sex_6_TEXT","age","education","edu_subject","edu_subject_6_TEXT","province","state","family","ideology_1","ideology_2","ideology_3","ideology_4","ideology_5","us_edu","income","china_assist","race_disc","Q48","covid_assess_1","covid_assess_2","covid_assess_3","covid_assess_2_1","covid_assess_2_2","covid_assess_2_3","us_aid","kit","kit_2","kit_got","kit_timely","return","return_reason","return_reason_5_TEXT","quar_assess","quar_reason","quar_reason_5_TEXT","quar_exempt","QID66_First.Click","QID66_Last.Click","QID66_Page.Submit","QID66_Click.Count","QID67_First.Click","QID67_Last.Click","QID67_Page.Submit","QID67_Click.Count","gov_assess_1","gov_assess_2","gov_assess_3","gov_assess_4","china_overall","china_gov","QID68_First.Click","QID68_Last.Click","QID68_Page.Submit","QID68_Click.Count","QID69_First.Click","QID69_Last.Click","QID69_Page.Submit","QID69_Click.Count","QID70_First.Click","QID70_Last.Click","QID70_Page.Submit","QID70_Click.Count","QID71_First.Click","QID71_Last.Click","QID71_Page.Submit","QID71_Click.Count","exclusion","group","finish"
"2021-03-28 12:16:47","2021-03-28 12:26:08","IP Address","172.58.238.232",100,560,TRUE,"2021-03-28 12:26:08","R_3LhGeDjVSBGl9CE",NA,NA,NA,NA,40.7597045898438,-74.1836013793945,"qr","ZH-S","是","是","是","否","男","",1993,"博士生在读","人文学科及艺术","","广东","New Jersey","个体工商户","强烈同意","强烈同意","强烈反对","强烈反对","强烈反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","不怎么严重","比较严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,"一般","同意",NA,NA,NA,NA,NA,NA,NA,NA,0.973,15.245,16.502,10,0.84,7.226,8.321,4,"","additive","yes"
"2021-03-28 12:19:57","2021-03-28 12:27:43","IP Address","100.1.132.73",100,465,TRUE,"2021-03-28 12:27:43","R_tVsIBzYYzLWVx4Z",NA,NA,NA,NA,40.4992065429688,-74.4996032714844,"anonymous","ZH-S","是","是","是","否","男","",1999,"本科在读","商科","","江苏","New Jersey","专业技术人员（如科学家、工程师、教师、律师、医生等）,商业服务业员工","强烈同意","同意","同意","强烈同意","强烈同意","本科（含预科）","无收入","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","一般","","","","二者均无","有","","是","及时","未曾回国","没买到机票或觉得票价过高","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,1,"满意","强烈同意",0,0,13.296,0,0,0,12.888,0,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 12:23:58","2021-03-28 12:29:14","IP Address","128.6.36.128",100,316,TRUE,"2021-03-28 12:29:15","R_pKtEcPfXpNQ09Xz",NA,NA,NA,NA,40.5511016845703,-74.4606018066406,"anonymous","ZH-S","是","是","是","否","男","",1989,"博士生在读","工科","","山东","New Jersey","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","反对","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","没有","非常严重","非常严重","比较严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,"比较满意","同意",0,0,6.889,0,8.235,8.235,23.128,1,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 12:28:02","2021-03-28 12:31:07","IP Address","128.6.37.107",100,184,TRUE,"2021-03-28 12:31:07","R_23gF0cjQQGBD1Yx",NA,NA,NA,NA,40.5511016845703,-74.4606018066406,"anonymous","ZH-S","是","是","是","否","男","",1994,"博士生在读","理科（包括医科、农科）","","上海","New Jersey","私营企业或外资企业基层白领","反对","强烈反对","强烈同意","强烈同意","强烈同意","本科（含预科）","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","没有","比较严重","一般","一般","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划","","","","","",0.519,5.547,6.429,4,1.355,2.52,5.809,2,4,1,3,1,"比较满意","强烈同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-03-28 12:35:19","2021-03-28 12:38:21","IP Address","104.39.98.52",100,182,TRUE,"2021-03-28 12:38:21","R_25SFzAr5pGhWXTk",NA,NA,NA,NA,40.735595703125,-77.8871994018555,"anonymous","ZH-S","是","是","是","否","其他","",1987,"博士后","理科（包括医科、农科）","","安徽","Pennsylvania","无业/失业","反对","强烈同意","反对","强烈反对","同意","硕士/博士研究生或以上","其他形式收入（如房屋租赁、商业经营）","现在正得到补助","我遇到过","有，在我认识的人当中，有人在美国被感染","一般","一般","一般","","","","收到过美国各级政府提供的现金或物资","不清楚","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,"一般","强烈反对",NA,NA,NA,NA,NA,NA,NA,NA,4.628,5.24,12.93,2,0,0,8.284,0,"","additive","yes"
"2021-03-28 12:42:08","2021-03-28 12:46:31","IP Address","98.235.170.24",100,263,TRUE,"2021-03-28 12:46:32","R_1Oxl4Rrp6CHwxi8",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","ZH-S","是","是","是","否","男","",1988,"博士后","社会科学及法学","","北京","Pennsylvania","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","反对","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","没有","非常严重","非常严重","比较严重","","","","收到过美国各级政府提供的现金或物资","有","","是","不及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,"满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 12:43:47","2021-03-28 12:46:56","IP Address","174.198.206.127",100,189,TRUE,"2021-03-28 12:46:57","R_1ONY2hMO0mjboyk",NA,NA,NA,NA,39.7449951171875,-75.092399597168,"anonymous","ZH-S","是","是","是","否","女","",1991,"博士生在读","社会科学及法学","","湖南","Pennsylvania","无业/失业","同意","反对","反对","强烈同意","强烈同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","不怎么严重","并不严重","","","","二者均无","有","","是","及时","未曾回国","没买到机票或觉得票价过高","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 12:42:22","2021-03-28 12:47:00","IP Address","69.253.57.41",100,277,TRUE,"2021-03-28 12:47:01","R_3LgQaZXkoXBIvlG",NA,NA,NA,NA,40.1136016845703,-74.9395980834961,"anonymous","ZH-S","是","是","是","否","女","",1998,"本科在读","工科","","江苏","Pennsylvania","私营企业主","反对","同意","反对","同意","反对","本科（含预科）","其他形式收入（如房屋租赁、商业经营）","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","一般","一般","一般","","","","二者均无","有","","否","及时","未曾回国","工作安排或学业计划","","","","","",2.768,6.609,9.355,4,1.76,1.76,6.509,1,4,3,1,3,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-03-28 12:35:00","2021-03-28 12:50:00","IP Address","207.174.205.2",100,900,TRUE,"2021-03-28 12:50:00","R_zdseWwBZdGKJalX",NA,NA,NA,NA,40.810302734375,-77.8880004882813,"anonymous","ZH-S","是","是","是","否","男","",1990,"博士生在读","商科","","广东","Pennsylvania","专业技术人员（如科学家、工程师、教师、律师、医生等）,产业工人","同意","反对","反对","强烈同意","强烈同意","本科（含预科）","校外工作或实习收入,校内工作或实习收入（含全额奖学金）","从没有","我遇到过","没有","比较严重","一般","非常严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,1,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,6.628,17.352,19.927,6,4.494,9.521,11.347,4,"","additive","yes"
"2021-03-28 12:52:15","2021-03-28 12:55:13","IP Address","172.58.187.48",100,177,TRUE,"2021-03-28 12:55:13","R_33yEDp6rqOMeDj8",NA,NA,NA,NA,39.1062927246094,-76.8659973144531,"anonymous","ZH-S","是","是","是","否","男","",1997,"博士生在读","理科（包括医科、农科）","","四川","Maryland","专业技术人员（如科学家、工程师、教师、律师、医生等）","同意","反对","同意","反对","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","非常严重","非常严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,"比较满意","强烈同意",0,0,6.578,0,5.118,8.507,9.665,6,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 12:50:24","2021-03-28 12:55:56","IP Address","174.221.0.175",100,332,TRUE,"2021-03-28 12:55:57","R_cPgcUJXyTWzbKP7",NA,NA,NA,NA,41.8782958984375,-87.6906967163086,"anonymous","ZH-S","是","是","是","否","女","",1996,"研究生在读","人文学科及艺术","","上海","Illinois","私营企业主","同意","同意","反对","反对","反对","初中或更早","校外工作或实习收入","从没有","我遇到过","没有","比较严重","比较严重","一般","","","","二者均无","有","","否","无意见","未曾回国","工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,"一般","反对",NA,NA,NA,NA,NA,NA,NA,NA,4.473,10.663,11.718,4,2.43,13.223,14.114,3,"","additive","yes"
"2021-03-28 13:01:50","2021-03-28 13:07:13","IP Address","69.253.119.77",100,323,TRUE,"2021-03-28 13:07:14","R_1lt09P2FgnRccja",NA,NA,NA,NA,39.9485931396484,-75.2339019775391,"qr","ZH-S","是","是","是","否","女","",1997,"研究生在读","工科","","北京","Pennsylvania","国有企业经理,私营企业或外资企业基层白领","同意","反对","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","比较严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,担心旅途期间增加感染几率","","","","","",5.914,5.914,8.401,1,3.653,6.738,7.822,3,4,3,2,3,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-03-28 13:16:43","2021-03-28 13:19:53","IP Address","98.235.169.115",100,189,TRUE,"2021-03-28 13:19:53","R_pQnoU8fzB8Iz4Nr",NA,NA,NA,NA,40.810302734375,-77.8880004882813,"anonymous","ZH-S","是","是","是","否","男","",1983,"博士后","理科（包括医科、农科）","","北京","West Virginia","党和国家干部（科级及以上）","强烈同意","强烈同意","强烈反对","强烈反对","强烈反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","非常严重","比较严重","比较严重","","","","收到过美国各级政府提供的现金或物资","不清楚","","","","未曾回国","签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"一般","反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 13:14:35","2021-03-28 13:22:03","IP Address","73.168.17.37",100,447,TRUE,"2021-03-28 13:22:03","R_1K9JdNctVlrXE4v",NA,NA,NA,NA,42.0469055175781,-88.1051025390625,"anonymous","ZH-S","是","是","是","否","女","",1992,"研究生在读","商科","","吉林","Illinois","私营企业主,私营企业或外资企业基层白领","同意","同意","反对","同意","同意","本科（含预科）","校外工作或实习收入","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","比较严重","不怎么严重","","","","收到过美国各级政府提供的现金或物资","不清楚","","","","未曾回国","工作安排或学业计划","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,"一般","既不同意也不反对",2.026,2.026,17.112,1,5.928,13.895,14.767,4,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 13:18:55","2021-03-28 13:22:19","IP Address","128.6.37.239",100,204,TRUE,"2021-03-28 13:22:20","R_2WJqkMM4V2MhVd3",NA,NA,NA,NA,40.5511016845703,-74.4606018066406,"anonymous","ZH-S","是","是","是","否","男","",1998,"博士生在读","理科（包括医科、农科）","","山西","New Jersey","专业技术人员（如科学家、工程师、教师、律师、医生等）,基层公务员或国有企业基层白领","反对","反对","同意","反对","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","一般","","","","二者均无","不清楚","","","","未曾回国","工作安排或学业计划","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,"比较满意","既不同意也不反对",3.399,3.399,11.545,1,3.51,13.748,14.682,4,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 13:23:32","2021-03-28 13:28:14","IP Address","73.187.219.194",100,281,TRUE,"2021-03-28 13:28:14","R_wN7SIvJ5JKgHCdb",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","ZH-S","是","是","是","否","女","",1997,"研究生在读","人文学科及艺术","","北京","Pennsylvania","私营企业或外资企业经理,专业技术人员（如科学家、工程师、教师、律师、医生等）","同意","同意","同意","同意","同意","硕士/博士研究生或以上","无收入","从没有","我遇到过","没有","比较严重","一般","一般","","","","收到过美国各级政府提供的现金或物资","有","","我想申请，但未拿到","及时","未曾回国","签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高","","","","","",2.038,3.503,9.049,2,1.956,4.755,7.789,3,5,3,3,2,"一般","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-03-28 13:38:59","2021-03-28 13:46:49","IP Address","174.194.208.169",100,470,TRUE,"2021-03-28 13:46:49","R_2uqyoYhshUNuqD9",NA,NA,NA,NA,37.8681945800781,-122.286499023438,"anonymous","ZH-S","是","是","是","否","女","",1995,"博士生在读","社会科学及法学","","河南","California","私营企业或外资企业经理,产业工人","同意","同意","反对","反对","反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","非常严重","非常严重","比较严重","","","","二者均无","有","","否","无意见","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,"一般","反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 13:57:00","2021-03-28 14:01:36","IP Address","98.235.166.153",100,276,TRUE,"2021-03-28 14:01:36","R_etcGEd8Y94iypC9",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","ZH-S","是","是","是","否","男","",1998,"本科在读","工科","","广东","Pennsylvania","私营企业主","同意","同意","反对","同意","同意","高中","校外工作或实习收入,其他形式收入（如房屋租赁、商业经营）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","比较严重","比较严重","","","","收到过美国各级政府提供的现金或物资","不清楚","","","","未曾回国","工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,2.538,8.765,11.796,10,3.307,3.307,7.98,1,"","additive","yes"
"2021-03-28 14:01:21","2021-03-28 14:04:48","IP Address","99.10.120.140",100,206,TRUE,"2021-03-28 14:04:48","R_1KjYWvpMs7Lry5I",NA,NA,NA,NA,32.8594970703125,-117.21240234375,"anonymous","ZH-S","是","是","是","否","男","",1995,"研究生在读","社会科学及法学","","上海","California","专业技术人员（如科学家、工程师、教师、律师、医生等）","强烈同意","强烈同意","强烈反对","强烈反对","强烈反对","本科（含预科）","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在中国和美国都有我认识的人被感染","非常严重","比较严重","比较严重","","","","二者均有","有","","是","及时","未曾回国","工作安排或学业计划","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,1.181,11.83,12.962,11,0.554,4.103,10.458,4,"","additive","yes"
"2021-03-28 14:11:26","2021-03-28 14:15:13","IP Address","73.130.226.255",100,227,TRUE,"2021-03-28 14:15:13","R_1r31PINYiEJtXDi",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","ZH-S","是","是","是","否","男","",1991,"博士生在读","理科（包括医科、农科）","","陕西","Pennsylvania","基层公务员或国有企业基层白领","强烈同意","反对","反对","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","没有","比较严重","比较严重","比较严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 14:38:20","2021-03-28 14:43:43","IP Address","63.145.62.107",100,323,TRUE,"2021-03-28 14:43:43","R_3JwImgCWNky64ni",NA,NA,NA,NA,30.6031951904297,-96.3135986328125,"anonymous","ZH-S","是","是","是","否","女","",1992,"博士生在读","理科（包括医科、农科）","","广东","Texas","基层公务员或国有企业基层白领,个体工商户","同意","反对","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","非常严重","比较严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,"比较满意","同意",0,0,14.978,0,8.591,28.908,31.908,9,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 14:45:26","2021-03-28 14:51:27","IP Address","75.75.184.32",100,361,TRUE,"2021-03-28 14:51:28","R_1Ok4JzLafVaMMo4",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","ZH-S","是","是","是","否","女","",1996,"博士生在读","理科（包括医科、农科）","","广东","Pennsylvania","专业技术人员（如科学家、工程师、教师、律师、医生等）,个体工商户","同意","同意","反对","反对","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","非常严重","比较严重","一般","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",5.052,5.802,6.917,3,2.633,4.349,5.957,3,4,2,3,3,"一般","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-03-28 15:05:17","2021-03-28 15:08:23","IP Address","68.234.152.25",100,186,TRUE,"2021-03-28 15:08:24","R_5AYQhfven6Vpsdj",NA,NA,NA,NA,39.9597015380859,-75.1995010375977,"qr","ZH-S","是","是","是","否","女","",1997,"研究生在读","工科","","天津","Pennsylvania","私营企业主","反对","同意","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","比较严重","比较严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,"满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,4.339,10.38,12.683,4,0.656,3.685,8.195,4,"","additive","yes"
"2021-03-28 15:00:42","2021-03-28 15:09:13","IP Address","108.205.152.68",100,511,TRUE,"2021-03-28 15:09:14","R_1DPceh9VCiz7lhW",NA,NA,NA,NA,34.1423950195313,-118.125701904297,"anonymous","ZH-S","是","是","是","否","女","",1989,"博士生在读","社会科学及法学","","浙江","California","专业技术人员（如科学家、工程师、教师、律师、医生等）","同意","同意","反对","强烈反对","强烈反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","比较严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,"一般","反对",22.425,41.13,42.948,22,0,0,36.67,0,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-03-28 15:23:03","2021-03-28 15:25:42","IP Address","104.32.144.136",100,158,TRUE,"2021-03-28 15:25:42","R_2fx2oaeOWXPq7eH",NA,NA,NA,NA,34.0068054199219,-118.255996704102,"anonymous","ZH-S","是","是","是","否","男","",1992,"博士生在读","理科（包括医科、农科）","","湖南","California","个体工商户","同意","反对","同意","强烈同意","强烈同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","非常严重","非常严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","签证因素，或担心返美时能否顺利入境","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,1,"满意","强烈同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 16:01:18","2021-03-28 16:06:24","IP Address","98.4.185.99",100,305,TRUE,"2021-03-28 16:06:24","R_qW4JDhqUoLWdGLf",NA,NA,NA,NA,43.1510925292969,-77.6425018310547,"anonymous","ZH-S","是","是","是","否","男","",1996,"研究生在读","商科","","浙江","New York","农业劳动者","同意","同意","反对","同意","同意","本科（含预科）","无收入","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","一般","","","","二者均无","不清楚","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,"一般","同意",NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.676,0,0,0,8.462,0,"","additive","yes"
"2021-03-28 16:32:45","2021-03-28 16:37:36","IP Address","67.22.27.185",100,291,TRUE,"2021-03-28 16:37:37","R_bvlW8d30OKNcxah",NA,NA,NA,NA,40.810302734375,-77.8880004882813,"anonymous","ZH-S","是","是","是","否","女","",1990,"博士生在读","工科","","黑龙江","Pennsylvania","产业工人,无业/失业","同意","同意","同意","同意","强烈同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","没有","非常严重","比较严重","一般","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-03-28 17:10:12","2021-03-28 17:14:12","IP Address","68.180.14.25",100,239,TRUE,"2021-03-28 17:14:12","R_SJ2IIoK5KgeMBz3",NA,NA,NA,NA,33.5903015136719,-101.937103271484,"anonymous","ZH-S","是","是","是","否","男","",1993,"博士生在读","其他","旅游","浙江","Texas","国有企业经理,基层公务员或国有企业基层白领","反对","反对","同意","强烈同意","强烈同意","本科（含预科）","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","没有","非常严重","非常严重","非常严重","","","","收到过美国各级政府提供的现金或物资","没有","","","","未曾回国","工作安排或学业计划","","","","","",0.911,8.404,12.487,2,2.65,9.426,15.403,4,5,2,5,3,"满意","强烈同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-03-28 18:30:59","2021-03-28 18:35:41","IP Address","63.86.13.52",100,282,TRUE,"2021-03-28 18:35:42","R_DDfAQ768PN1KtnH",NA,NA,NA,NA,40.810302734375,-77.8880004882813,"anonymous","ZH-S","是","是","是","否","女","",1995,"研究生在读","人文学科及艺术","","其他","New York","私营企业主","同意","同意","反对","强烈反对","反对","本科（含预科）","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","没有","比较严重","比较严重","一般","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,"比较满意","同意",0,0,9.839,0,1.059,20.1,25.008,9,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
